,car_title,car_price,car_description,car_location
386,Mazda 6,8 700 000 ₸,"На заказ
2018 г., седан, 2 л, бензин, КПП автомат, 25 000 км, белый, металлик, Акпп 2-зонный климат-контроль Пушстарт Камера за...",Нур-Султан (Астана)
387,Mazda 6,8 900 000 ₸,"2015 г., седан, 2.5 л, бензин, КПП автомат, 88 000 км, черный, люк, литые диски, ветровики, тонировка, обогрев зеркал,...",Атырау
388,Mazda 6,5 770 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, 83 200 км, черный, Цена окончательная! Без торга! Автомобиль в хорошем состо...",Нур-Султан (Астана)
389,Mazda 6,6 250 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 96 000 км, Состояние очень хорошее, без ДТП. Кузов в родной краске, стекла в...",Алматы
390,Mazda 6,4 950 000 ₸,"На заказСрочно, торг
2013 г., седан, 2.5 л, бензин, КПП автомат, 96 560 км, белый, металлик, тонировка, литые диски, багажник, хрустальная...",Алматы
391,Mazda 6,10 300 000 ₸,"2019 г., седан, 2 л, бензин, КПП вариатор, 14 000 км, белый, металлик, литые диски, тонировка, омыватель фар, корректо...",Алматы
392,Mazda 6,10 820 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, белый, металлик, литые диски, тонировка, ксенон, хрустальная оптика, линзова...",Алматы
393,Mazda 6,6 000 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 90 000 км, белый, металлик, литые диски, тонировка, обогрев зеркал, хрусталь...",Нур-Султан (Астана)
394,Mazda 6,7 900 000 ₸,"2015 г., седан, 2 л, бензин, КПП автомат, 59 000 км, серебристый, литые диски, линзованная оптика, корректор фар, прот...",Уральск
395,Mazda 6,8 700 000 ₸,"2018 г., седан, 2 л, бензин, КПП автомат, 25 000 км, белый, металлик, Акпп 2-зонный климат-контроль Пушстарт Камера за...",Караганда
396,Mazda 6,7 000 000 ₸,"2015 г., седан, 2.5 л, бензин, КПП типтроник, 80 000 км, литые диски, тонировка, противотуманки, омыватель фар, коррек...",Усть-Каменогорск
397,Mazda 6,13 880 000 ₸,"новая
2019 г., седан, 2.5 л, бензин, КПП автомат, красный, металлик, литые диски, тонировка, линзованная оптика, дневные ход...",Атырау
398,Mazda 6,4 300 000 ₸,"2012 г., седан, 1.8 л, бензин, КПП механика, 142 000 км, серый, литые диски, багажник, противотуманки, ксенон, линзова...",Макинск
399,Mazda 6,6 000 000 ₸,"2012 г., хэтчбек, 2 л, бензин, КПП автомат, 98 000 км, белый, Бережная эксплуатация. Не бита, не крашена",Нур-Султан (Астана)
400,Mazda 6,6 000 000 ₸,"2012 г., хэтчбек, 2 л, бензин, КПП автомат, 98 000 км, белый, Бережная эксплуатация. Не бита, не крашена",Нур-Султан (Астана)
401,Mazda 6,6 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 175 000 км, черный, литые диски, тонировка, велюр, аудиосистема, CD, MP3, US...",Экибастуз
402,Mazda 6,10 200 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 6 000 км, черный, металлик, литые диски, тонировка, омыватель фар, линзованн...",Атырау
403,Mazda 6,7 950 000 ₸,"2018 г., седан, 2 л, бензин, КПП автомат, 23 800 км, красный, литые диски, тонировка, противотуманки, обогрев зеркал,...",Атырау
404,Mazda 6,8 500 000 ₸,"2018 г., седан, 2 л, бензин, КПП типтроник, 30 000 км, белый, литые диски, тонировка, спойлер, ветровики, багажник, хр...",Алматы
405,Mazda 6,13 900 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 1 800 км, белый, литые диски, тонировка, люк, ветровики, багажник, линзова...",Нур-Султан (Астана)
406,Mazda 6,4 300 000 ₸,"2015 г., седан, 2.5 л, бензин, КПП автомат, 100 000 км, синий, металлик, литые диски, тонировка, люк, ксенон, биксенон...",Уральск
407,Mazda 6,15 200 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 18 200 км, Продаётся мазда 6 в отличном состоянии в хорошие руки, машина н...",Алматы
408,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, люк, обогрев зеркал, хрустальная...",Петропавловск
409,Mazda 6,8 000 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 97 000 км, коричневый, литые диски, тонировка, багажник, ксенон, корректор ф...",Нур-Султан (Астана)
410,Mazda 6,6 500 000 ₸,"2013 г., универсал, 2 л, бензин, КПП типтроник, 62 700 км, белый, литые диски, ветровики, рейлинги, ксенон, линзованна...",Алматы
411,Mazda 6,4 700 000 ₸,"2012 г., седан, 2 л, бензин, КПП типтроник, 69 000 км, серебристый, литые диски, тонировка, багажник, ксенон, хрусталь...",Шымкент
